================================================
  NLOC    CCN   token  PARAM  length  location
     30      28.0    20.0      354.0         1     .\src\codes\result1584201394255.py
     41      37.0    22.0      369.0         1     .\src\codes\result1584203417752.py
     46       7.4     3.6       74.4         5     .\src\codes\result1584207883815.py
     24       0.0     0.0        0.0         0     .\src\codes\result1584237418086.py
     13       0.0     0.0        0.0         0     .\src\codes\result1584238080011.py
     12       0.0     0.0        0.0         0     .\src\codes\result1584238883132.py
     13       0.0     0.0        0.0         0     .\src\codes\result1584239910289.py
      7       0.0     0.0        0.0         0     .\src\codes\result1584241472354.py
     11       0.0     0.0        0.0         0     .\src\codes\result1584241720510.py
     34      16.5     6.0      154.0         2     .\src\codes\result1584242419409.py
     16       0.0     0.0        0.0         0     .\src\codes\result1584242745922.py
     24       5.2     2.5       48.0         4     .\src\codes\result1584242893549.py
     17      16.0     5.0      109.0         1     .\src\codes\result1584244166594.py
     24      22.0     7.0      147.0         1     .\src\codes\result1584244695703.py
     36       7.0     3.2       55.2         4     .\src\codes\result1584248700827.py
     36       7.0     3.2       55.2         4     .\src\codes\result1584248716953.py
      5       0.0     0.0        0.0         0     .\src\codes\result1584250531502.py
     42       8.8     4.0       59.5         4     .\src\codes\result1584255005997.py
     27      13.5     6.0      115.0         2     .\src\codes\result1584255752516.py
      1       0.0     0.0        0.0         0     .\src\codes\result1584256193125.py
     13       0.0     0.0        0.0         0     .\src\codes\result1584258343088.py
     47      11.2     4.8      108.5         4     .\src\codes\result1584258945876.py
      7       0.0     0.0        0.0         0     .\src\codes\result1584259265333.py
     29      24.0    10.0      126.0         1     .\src\codes\result1584262243948.py
     25      18.0     8.0      126.0         1     .\src\codes\result1584265636060.py
     31      26.0    15.0      286.0         1     .\src\codes\result1584265977936.py
     67      10.8     5.0       92.0         6     .\src\codes\result1584271129052.py
     12       7.0     3.0       66.0         1     .\src\codes\result1584275243477.py
      9       0.0     0.0        0.0         0     .\src\codes\result1584276575872.py
     20       9.5     4.5       87.5         2     .\src\codes\result1584277890294.py
     12      11.0     6.0      167.0         1     .\src\codes\result1584279555409.py
     20       6.0     3.0       52.3         3     .\src\codes\result1584280236046.py
     13      11.0     6.0      167.0         1     .\src\codes\result1584280274077.py
     13       0.0     0.0        0.0         0     .\src\codes\result1584285879359.py
     19       0.0     0.0        0.0         0     .\src\codes\result1584286071372.py
      9       0.0     0.0        0.0         0     .\src\codes\result1584286551506.py
     57       3.7     1.7       24.7         3     .\src\codes\result1584288036984.py
     17       0.0     0.0        0.0         0     .\src\codes\result1584288698542.py
     21       7.0     2.7       40.0         3     .\src\codes\result1584321161157.py
     14      12.0     5.0       79.0         1     .\src\codes\result1584322838372.py
     14       0.0     0.0        0.0         0     .\src\codes\result1584324870104.py
      5       0.0     0.0        0.0         0     .\src\codes\result1584325070469.py
      5       0.0     0.0        0.0         0     .\src\codes\result1584325129102.py
      8       0.0     0.0        0.0         0     .\src\codes\result1584325765384.py
     14       6.0     3.5       52.0         2     .\src\codes\result1584327070008.py
     14      12.0     4.0       90.0         1     .\src\codes\result1584328677005.py
     40      12.0     7.5      133.0         2     .\src\codes\result1584335417314.py
     14       6.0     3.0       63.0         1     .\src\codes\result1584340283544.py
     32       0.0     0.0        0.0         0     .\src\codes\result1584342202068.py
     30       0.0     0.0        0.0         0     .\src\codes\result1584342320140.py
     33       0.0     0.0        0.0         0     .\src\codes\result1584342547090.py
     33       0.0     0.0        0.0         0     .\src\codes\result1584342562650.py
     16       5.0     2.0       34.0         1     .\src\codes\result1584344996437.py
      5       0.0     0.0        0.0         0     .\src\codes\result1584345222689.py
     16       0.0     0.0        0.0         0     .\src\codes\result1584347562246.py
     16       0.0     0.0        0.0         0     .\src\codes\result1584347589609.py
      8       0.0     0.0        0.0         0     .\src\codes\result1584347852212.py
     11       0.0     0.0        0.0         0     .\src\codes\result1584348881001.py
     23      15.0     7.0      157.0         1     .\src\codes\result1584348927388.py
      7       0.0     0.0        0.0         0     .\src\codes\result1584348989835.py
     11       0.0     0.0        0.0         0     .\src\codes\result1584349206268.py
      8       0.0     0.0        0.0         0     .\src\codes\result1584349528641.py
     10       0.0     0.0        0.0         0     .\src\codes\result1584349974193.py
      4       0.0     0.0        0.0         0     .\src\codes\result1584353252955.py
      5       0.0     0.0        0.0         0     .\src\codes\result1584353526349.py
      5       0.0     0.0        0.0         0     .\src\codes\result1584353669794.py
      8       0.0     0.0        0.0         0     .\src\codes\result1584353899079.py
     20      17.0     8.0      114.0         1     .\src\codes\result1584354696984.py
     21      17.0     7.0      135.0         1     .\src\codes\result1584357693948.py
     13       0.0     0.0        0.0         0     .\src\codes\result1584360945394.py
     13       6.0     2.0       48.5         2     .\src\codes\result1584364081917.py
     11       0.0     0.0        0.0         0     .\src\codes\result1584365052786.py
     26      12.5     7.0      102.5         2     .\src\codes\result1584365212141.py
     26      12.5     7.0      102.5         2     .\src\codes\result1584365243617.py
     11       0.0     0.0        0.0         0     .\src\codes\result1584365922231.py
     14       6.0     3.0       41.0         1     .\src\codes\result1584367016459.py
     16       0.0     0.0        0.0         0     .\src\codes\result1584367190181.py
     11       0.0     0.0        0.0         0     .\src\codes\result1584369563838.py
     32       0.0     0.0        0.0         0     .\src\codes\result1584372416805.py
     13       0.0     0.0        0.0         0     .\src\codes\result1584372896283.py
     53      28.0     9.0      215.0         1     .\src\codes\result1584373156451.py
     15       0.0     0.0        0.0         0     .\src\codes\result1584373419580.py
     14       0.0     0.0        0.0         0     .\src\codes\result1584374269564.py
      5       0.0     0.0        0.0         0     .\src\codes\result1584374458314.py
      8       0.0     0.0        0.0         0     .\src\codes\result1584374481156.py
     11       0.0     0.0        0.0         0     .\src\codes\result1584374627747.py
     11       0.0     0.0        0.0         0     .\src\codes\result1584375405644.py
      5       0.0     0.0        0.0         0     .\src\codes\result1584375453275.py
     39      17.0    10.0      172.0         1     .\src\codes\result1584376183792.py
     17       8.0     3.0       79.0         1     .\src\codes\result1584376577953.py
     33       9.0     1.0       72.0         1     .\src\codes\result1584379158445.py
      6       0.0     0.0        0.0         0     .\src\codes\result1584379375117.py
      5       0.0     0.0        0.0         0     .\src\codes\result1584379604925.py
      5       0.0     0.0        0.0         0     .\src\codes\result1584380695586.py
     44      26.0    10.0      216.0         1     .\src\codes\result1584384804501.py
     20       5.0     1.0       26.0         1     .\src\codes\result1584385120763.py
     11       0.0     0.0        0.0         0     .\src\codes\result1584406850320.py
     11       0.0     0.0        0.0         0     .\src\codes\result1584408267100.py
      5       0.0     0.0        0.0         0     .\src\codes\result1584409462983.py
     12       0.0     0.0        0.0         0     .\src\codes\result1584410155375.py
     13       0.0     0.0        0.0         0     .\src\codes\result1584410509571.py
     44       0.0     0.0        0.0         0     .\src\codes\result1584410609214.py
      9       0.0     0.0        0.0         0     .\src\codes\result1584413536086.py
      5       0.0     0.0        0.0         0     .\src\codes\result1584413575408.py
     12       0.0     0.0        0.0         0     .\src\codes\result1584413703372.py
      7       0.0     0.0        0.0         0     .\src\codes\result1584413759660.py
     12       0.0     0.0        0.0         0     .\src\codes\result1584413835744.py
     12       0.0     0.0        0.0         0     .\src\codes\result1584413928600.py
      9       0.0     0.0        0.0         0     .\src\codes\result1584414075348.py
      9       0.0     0.0        0.0         0     .\src\codes\result1584414318722.py
      9       0.0     0.0        0.0         0     .\src\codes\result1584414406303.py
     10       0.0     0.0        0.0         0     .\src\codes\result1584414476065.py
     11       0.0     0.0        0.0         0     .\src\codes\result1584414509286.py
      5       0.0     0.0        0.0         0     .\src\codes\result1584414969293.py
     13      12.0     5.0      104.0         1     .\src\codes\result1584425177553.py
     16       8.0     2.0       48.0         1     .\src\codes\result1584425573719.py
     11       0.0     0.0        0.0         0     .\src\codes\result1584426630271.py
      3       0.0     0.0        0.0         0     .\src\codes\result1584426735694.py
     16      14.0     4.0      120.0         1     .\src\codes\result1584427447088.py
     13       0.0     0.0        0.0         0     .\src\codes\result1584428490500.py
     34      10.0     3.5       75.5         2     .\src\codes\result1584428609379.py
      7       6.0     2.0       27.0         1     .\src\codes\result1584429570194.py
     11       0.0     0.0        0.0         0     .\src\codes\result1584429764588.py
     17       0.0     0.0        0.0         0     .\src\codes\result1584430127213.py
     14       9.0     8.0      109.0         1     .\src\codes\result1584432536606.py
     16       5.0     1.0       35.0         1     .\src\codes\result1584433710344.py
     24      21.0     9.0      150.0         1     .\src\codes\result1584434354043.py
     13      12.0     5.0       57.0         1     .\src\codes\result1584434456683.py
      7       0.0     0.0        0.0         0     .\src\codes\result1584435282358.py
     20       6.0     2.0       48.5         2     .\src\codes\result1584437065434.py
     20       6.0     2.0       48.5         2     .\src\codes\result1584437556336.py
      8       0.0     0.0        0.0         0     .\src\codes\result1584437676263.py
     19      16.0     6.0       95.0         1     .\src\codes\result1584439109710.py
     38      13.5     6.5      143.0         2     .\src\codes\result1584444838654.py
     17       7.0     2.0       38.0         1     .\src\codes\result1584446021147.py
     43      39.0    22.0      364.0         1     .\src\codes\result1584446466307.py
     23      16.0     7.0      151.0         1     .\src\codes\result1584446817780.py
     41      10.2     4.5       75.2         4     .\src\codes\result1584447065377.py
     25      21.0     8.0      186.0         1     .\src\codes\result1584447871295.py
     28      19.0    10.0      215.0         1     .\src\codes\result1584448428346.py
     24      11.5     4.5       80.5         2     .\src\codes\result1584449414863.py
     31      15.0     6.0       89.5         2     .\src\codes\result1584449503035.py
     21      10.0     5.0       73.0         1     .\src\codes\result1584449551562.py
     37      18.0     7.5      121.5         2     .\src\codes\result1584449640179.py
     28      21.0     7.0      125.0         1     .\src\codes\result1584451031799.py
     31       8.7     3.7       66.3         3     .\src\codes\result1584454376770.py
     31       8.7     3.7       66.3         3     .\src\codes\result1584454433494.py
     31       8.7     3.7       66.3         3     .\src\codes\result1584454487906.py
     31       8.7     3.7       67.3         3     .\src\codes\result1584455099091.py
      7       0.0     0.0        0.0         0     .\src\codes\result1584457953779.py
      6       0.0     0.0        0.0         0     .\src\codes\result1584457960824.py
     24       4.3     1.7       30.3         3     .\src\codes\result1584458591785.py
     48       8.0     4.0       91.0         1     .\src\codes\result1584459856588.py
     39      29.0    14.0      292.0         1     .\src\codes\result1584460690961.py
     42      29.0    14.0      292.0         1     .\src\codes\result1584460731429.py
     42      29.0    14.0      292.0         1     .\src\codes\result1584460788698.py
     12       0.0     0.0        0.0         0     .\src\codes\result1584462476491.py
     11       0.0     0.0        0.0         0     .\src\codes\result1584462635388.py
     10       0.0     0.0        0.0         0     .\src\codes\result1584463454057.py
     10       0.0     0.0        0.0         0     .\src\codes\result1584463487288.py
     10       0.0     0.0        0.0         0     .\src\codes\result1584463660003.py
      7       0.0     0.0        0.0         0     .\src\codes\result1584463921748.py
     10       0.0     0.0        0.0         0     .\src\codes\result1584464296893.py
      7       0.0     0.0        0.0         0     .\src\codes\result1584464568442.py
     14       4.0     2.0       30.0         1     .\src\codes\result1584464895231.py
     14       7.0     5.0       60.0         1     .\src\codes\result1584490364873.py
     19       0.0     0.0        0.0         0     .\src\codes\result1584492422133.py
     22      15.0     7.0      216.0         1     .\src\codes\result1584493503523.py
     47      11.2     4.2       64.5         4     .\src\codes\result1584499829046.py
     24      11.5     4.5       81.0         2     .\src\codes\result1584500839211.py
     25      21.0     8.0      184.0         1     .\src\codes\result1584501196639.py
     39      25.0    15.0      290.0         1     .\src\codes\result1584503051461.py
     26      12.5     6.0       70.0         2     .\src\codes\result1584515322885.py
     41      17.5     8.0      137.5         2     .\src\codes\result1584516157775.py
     11       0.0     0.0        0.0         0     .\src\codes\result1584517663999.py
      1       0.0     0.0        0.0         0     .\src\codes\result1584518606714.py
      6       0.0     0.0        0.0         0     .\src\codes\result1584518683966.py
     23      10.5     4.0      102.5         2     .\src\codes\result1584519308742.py
     23      10.5     4.0      102.5         2     .\src\codes\result1584519437334.py
     20       0.0     0.0        0.0         0     .\src\codes\result1584519480761.py
     22       0.0     0.0        0.0         0     .\src\codes\result1584519560404.py
     22       0.0     0.0        0.0         0     .\src\codes\result1584519724087.py
     22       0.0     0.0        0.0         0     .\src\codes\result1584519737500.py
     22       0.0     0.0        0.0         0     .\src\codes\result1584519760769.py
     22       0.0     0.0        0.0         0     .\src\codes\result1584519848604.py
     27       0.0     0.0        0.0         0     .\src\codes\result1584520384771.py
     14       9.0     6.0       99.0         1     .\src\codes\result1584522083980.py
     14       9.0     6.0       99.0         1     .\src\codes\result1584522088244.py
     17      11.0     7.0      119.0         1     .\src\codes\result1584522225397.py
     13       0.0     0.0        0.0         0     .\src\codes\result1584522570663.py
     22       0.0     0.0        0.0         0     .\src\codes\result1584524018444.py
     22       0.0     0.0        0.0         0     .\src\codes\result1584524096694.py
     23       0.0     0.0        0.0         0     .\src\codes\result1584524187862.py
     23       0.0     0.0        0.0         0     .\src\codes\result1584524195572.py
      9       0.0     0.0        0.0         0     .\src\codes\result1584524787190.py
      5       0.0     0.0        0.0         0     .\src\codes\result1584525342353.py
     17       0.0     0.0        0.0         0     .\src\codes\result1584525386506.py
      8       0.0     0.0        0.0         0     .\src\codes\result1584526396789.py
     11       0.0     0.0        0.0         0     .\src\codes\result1584526680947.py
     33       9.0     4.0       68.5         2     .\src\codes\result1584530625745.py
     11       0.0     0.0        0.0         0     .\src\codes\result1584532893412.py
     19       4.0     2.0       30.0         1     .\src\codes\result1584533472797.py
     20       4.0     2.0       30.0         1     .\src\codes\result1584533678205.py
     22      14.0     7.0      216.0         1     .\src\codes\result1584533940179.py
     20       7.0     4.0      109.0         1     .\src\codes\result1584535924001.py
     13      10.0     5.0      134.0         1     .\src\codes\result1584536029553.py
     18      17.0     8.0      116.0         1     .\src\codes\result1584536432895.py
     18      15.0     7.0      216.0         1     .\src\codes\result1584536604235.py
     24       8.0     3.3       63.7         3     .\src\codes\result1584537048671.py
     16      12.0     4.0      114.0         1     .\src\codes\result1584537605774.py
     18       9.0     5.0       78.0         1     .\src\codes\result1584537876378.py
     14      10.0     4.0       80.0         1     .\src\codes\result1584537941189.py
     15      12.0     4.0       94.0         1     .\src\codes\result1584538069447.py
      9       0.0     0.0        0.0         0     .\src\codes\result1584538245770.py
      9       0.0     0.0        0.0         0     .\src\codes\result1584538395129.py
     14       4.0     2.0       31.0         1     .\src\codes\result1584539780919.py
     15       0.0     0.0        0.0         0     .\src\codes\result1584540072379.py
     31       0.0     0.0        0.0         0     .\src\codes\result1584541339054.py
     21       7.0     5.0       74.0         1     .\src\codes\result1584541632043.py
     13       0.0     0.0        0.0         0     .\src\codes\result1584542594967.py
     21       0.0     0.0        0.0         0     .\src\codes\result1584543713100.py
     39      11.5     6.0       85.0         2     .\src\codes\result1584543750627.py
     18       9.0     5.0       78.0         1     .\src\codes\result1584543852706.py
      9       0.0     0.0        0.0         0     .\src\codes\result1584543964644.py
     12       0.0     0.0        0.0         0     .\src\codes\result1584544198086.py
      4       0.0     0.0        0.0         0     .\src\codes\result1584544494448.py
     17      10.0     6.0       97.0         1     .\src\codes\result1584544950478.py
     17      10.0     6.0       97.0         1     .\src\codes\result1584544979124.py
     14       0.0     0.0        0.0         0     .\src\codes\result1584545025454.py
     14       8.0     5.0       67.0         1     .\src\codes\result1584545500459.py
     19      14.0     7.0      216.0         1     .\src\codes\result1584545639626.py
     37       9.0     4.0       62.0         2     .\src\codes\result1584547422949.py
     21       0.0     0.0        0.0         0     .\src\codes\result1584548173559.py
     21       0.0     0.0        0.0         0     .\src\codes\result1584548202068.py
     21       0.0     0.0        0.0         0     .\src\codes\result1584548273190.py
     14      10.0     7.0      123.0         1     .\src\codes\result1584548544554.py
     15      11.0     7.0      125.0         1     .\src\codes\result1584548578883.py
     10       5.0     2.0       27.0         1     .\src\codes\result1584548676226.py
     12       0.0     0.0        0.0         0     .\src\codes\result1584548966339.py
      9       0.0     0.0        0.0         0     .\src\codes\result1584549254609.py
      9       0.0     0.0        0.0         0     .\src\codes\result1584549277239.py
     40       7.8     3.2       56.2         4     .\src\codes\result1584549372624.py
     13       0.0     0.0        0.0         0     .\src\codes\result1584577993415.py
      3       2.0     1.0       31.0         1     .\src\codes\result1584579262450.py
     30       0.0     0.0        0.0         0     .\src\codes\result1584582868319.py
      7       0.0     0.0        0.0         0     .\src\codes\result1584583015036.py
     11       0.0     0.0        0.0         0     .\src\codes\result1584583468695.py
     18      12.0     5.0      102.0         1     .\src\codes\result1584583916430.py
     14       0.0     0.0        0.0         0     .\src\codes\result1584584404563.py
     40      25.0    17.0      327.0         1     .\src\codes\result1584587302168.py
     30       7.8     3.5       49.0         4     .\src\codes\result1584588066817.py
     28       7.2     3.0       42.8         4     .\src\codes\result1584588444857.py
     19       9.0     3.0       66.0         1     .\src\codes\result1584589515619.py
     44      25.0    10.0      236.0         1     .\src\codes\result1584590260150.py
     20       8.0     2.5       53.5         2     .\src\codes\result1584592624573.py
     79      17.8     8.8      106.8         4     .\src\codes\result1584599417597.py
     79      17.8     8.8      106.8         4     .\src\codes\result1584599434437.py
     11       0.0     0.0        0.0         0     .\src\codes\result1584599675080.py
     39       9.3     4.7       93.7         3     .\src\codes\result1584600042087.py
     17       0.0     0.0        0.0         0     .\src\codes\result1584600351559.py
     22       6.5     2.5       53.5         2     .\src\codes\result1584601993038.py
     20       0.0     0.0        0.0         0     .\src\codes\result1584602384927.py
     25       0.0     0.0        0.0         0     .\src\codes\result1584602574600.py
     22      12.0     4.0       66.0         1     .\src\codes\result1584602668014.py
     41       0.0     0.0        0.0         0     .\src\codes\result1584602733940.py
     36       9.3     3.7       62.3         3     .\src\codes\result1584603504044.py
     22       6.5     3.5       48.5         2     .\src\codes\result1584603854746.py
     36       5.0     2.0       25.0         1     .\src\codes\result1584605006569.py
     28       7.0     2.7       57.0         3     .\src\codes\result1584606583346.py
     27       6.5     3.2       62.5         4     .\src\codes\result1584607320899.py
     34       6.5     3.2       62.5         4     .\src\codes\result1584607362026.py
     18      16.0    11.0      255.0         1     .\src\codes\result1584607565087.py
     18      16.0    11.0      239.0         1     .\src\codes\result1584607582139.py
     26       0.0     0.0        0.0         0     .\src\codes\result1584608005592.py
     29       0.0     0.0        0.0         0     .\src\codes\result1584608023437.py
     25      18.0    11.0      231.0         1     .\src\codes\result1584608179191.py
     11       0.0     0.0        0.0         0     .\src\codes\result1584608895347.py
     53      32.0    18.0      411.0         1     .\src\codes\result1584609272635.py
      8       0.0     0.0        0.0         0     .\src\codes\result1584609517429.py
      8       0.0     0.0        0.0         0     .\src\codes\result1584609848347.py
      8       0.0     0.0        0.0         0     .\src\codes\result1584609900874.py
      1       0.0     0.0        0.0         0     .\src\codes\result1584610034734.py
      8       0.0     0.0        0.0         0     .\src\codes\result1584610118534.py
     34      17.0    11.0      110.0         1     .\src\codes\result1584610848981.py
     17       3.5     2.0       30.5         2     .\src\codes\result1584610882239.py
     17       3.5     2.0       30.5         2     .\src\codes\result1584610906147.py
     17       3.5     2.0       30.5         2     .\src\codes\result1584610922794.py
     17       3.5     2.0       29.5         2     .\src\codes\result1584610956614.py
     17       3.5     2.0       30.5         2     .\src\codes\result1584610985203.py
     17       3.5     2.0       30.5         2     .\src\codes\result1584611118279.py
     59      29.0     9.0      190.0         1     .\src\codes\result1584611463639.py
     21       5.0     2.5       40.5         2     .\src\codes\result1584611490990.py
     21       5.0     2.5       42.0         2     .\src\codes\result1584611647648.py
     21       5.0     2.5       43.0         2     .\src\codes\result1584611709323.py
     25       5.0     2.5       43.0         2     .\src\codes\result1584611937144.py
     28       0.0     0.0        0.0         0     .\src\codes\result1584612510164.py
     29       0.0     0.0        0.0         0     .\src\codes\result1584613755711.py
     26      14.0     7.0       94.0         1     .\src\codes\result1584615186137.py
     29      14.0     7.0       94.0         1     .\src\codes\result1584615511136.py
     17       7.0     5.0       44.0         1     .\src\codes\result1584615661110.py
     11       0.0     0.0        0.0         0     .\src\codes\result1584615668712.py
     17       7.0     5.0       44.0         1     .\src\codes\result1584615673774.py
     22       9.0     5.0       44.0         1     .\src\codes\result1584615838964.py
      9       0.0     0.0        0.0         0     .\src\codes\result1584616021708.py
      6       0.0     0.0        0.0         0     .\src\codes\result1584616181919.py
     19       0.0     0.0        0.0         0     .\src\codes\result1584616726452.py
     20       0.0     0.0        0.0         0     .\src\codes\result1584616988281.py
     51       8.0     4.0       91.0         1     .\src\codes\result1584617190605.py
     51       8.0     4.0       91.0         1     .\src\codes\result1584617236681.py
     21       0.0     0.0        0.0         0     .\src\codes\result1584618280631.py
     29       6.2     2.2       51.5         4     .\src\codes\result1584618330528.py
     42      26.0    16.0      271.0         1     .\src\codes\result1584618924274.py
     16       0.0     0.0        0.0         0     .\src\codes\result1584619606414.py
     77      44.0    28.0      548.0         1     .\src\codes\result1584620464423.py
     25      12.0     6.0      127.0         1     .\src\codes\result1584621681540.py
     20      12.0     6.0      122.0         1     .\src\codes\result1584622133977.py
     29       7.0     3.5       53.5         2     .\src\codes\result1584623085106.py
     44      21.0    12.0      232.0         1     .\src\codes\result1584623826935.py
     44      21.0    12.0      232.0         1     .\src\codes\result1584623848508.py
     18       0.0     0.0        0.0         0     .\src\codes\result1584624060741.py
     34       9.0     5.0       70.5         2     .\src\codes\result1584624274846.py
     34      10.5     6.0       88.0         2     .\src\codes\result1584624581939.py
      8       0.0     0.0        0.0         0     .\src\codes\result1584624708385.py
     22       0.0     0.0        0.0         0     .\src\codes\result1584624789687.py
     33      14.0     7.0      126.0         1     .\src\codes\result1584624957196.py
     30       9.0     4.0       83.0         1     .\src\codes\result1584626499066.py
     62      51.0    39.0      751.0         1     .\src\codes\result1584627819236.py
     34       0.0     0.0        0.0         0     .\src\codes\result1584627944355.py
     18       6.0     4.0       44.0         1     .\src\codes\result1584628507106.py
     13       8.0     3.0       67.0         1     .\src\codes\result1584628908942.py
     15      10.0     5.0       84.0         1     .\src\codes\result1584628955199.py
     15      10.0     6.0       90.0         1     .\src\codes\result1584629227106.py
     48      18.0    13.0      227.0         1     .\src\codes\result1584629765276.py
      5       0.0     0.0        0.0         0     .\src\codes\result1584631225702.py
     32      11.0     5.5       62.0         2     .\src\codes\result1584631359808.py
     28      22.0     5.0      142.0         1     .\src\codes\result1584632242057.py
     17       9.0     6.0       82.0         1     .\src\codes\result1584633285370.py
     21       5.0     3.0       24.0         1     .\src\codes\result1584634100732.py
     22       0.0     0.0        0.0         0     .\src\codes\result1584634215512.py
     11       0.0     0.0        0.0         0     .\src\codes\result1584634739329.py
     24       9.0     5.0       44.0         1     .\src\codes\result1584635697839.py
     47      22.5     9.5      155.0         2     .\src\codes\result1584635850561.py
     35      26.0    10.0      229.0         1     .\src\codes\result1584635964869.py
      5       0.0     0.0        0.0         0     .\src\codes\result1584635970024.py
      6       0.0     0.0        0.0         0     .\src\codes\result1584636105244.py
      9       0.0     0.0        0.0         0     .\src\codes\result1584636451058.py
     17       0.0     0.0        0.0         0     .\src\codes\result1584636769893.py
     13       0.0     0.0        0.0         0     .\src\codes\result1584638474444.py
     20       0.0     0.0        0.0         0     .\src\codes\result1584639733460.py
     25       6.7     3.7       51.0         3     .\src\codes\result1584641037283.py
     25       6.7     3.7       51.0         3     .\src\codes\result1584641142764.py
     12       0.0     0.0        0.0         0     .\src\codes\result1584662179694.py
      5       0.0     0.0        0.0         0     .\src\codes\result1584665757864.py
     18       4.0     2.0       31.0         1     .\src\codes\result1584667276303.py
     28       5.8     3.0       42.5         4     .\src\codes\result1584667485747.py
     22       0.0     0.0        0.0         0     .\src\codes\result1584667974299.py
     37       0.0     0.0        0.0         0     .\src\codes\result1584669451967.py
      6       0.0     0.0        0.0         0     .\src\codes\result1584671304060.py
      6       0.0     0.0        0.0         0     .\src\codes\result1584671407620.py
     46      17.0     7.0      131.5         2     .\src\codes\result1584675172046.py
     47      17.0     7.0      131.5         2     .\src\codes\result1584675202680.py
     51      12.7     5.0       95.0         3     .\src\codes\result1584675283682.py
     18       0.0     0.0        0.0         0     .\src\codes\result1584675902510.py
     14       0.0     0.0        0.0         0     .\src\codes\result1584676102821.py
     10       9.0     5.0       49.0         1     .\src\codes\result1584682334518.py
     11       9.0     4.0       69.0         1     .\src\codes\result1584682933170.py
     11       9.0     5.0       47.0         1     .\src\codes\result1584686184287.py
     44       0.0     0.0        0.0         0     .\src\codes\result1584694964715.py
     11       0.0     0.0        0.0         0     .\src\codes\result1584695871760.py
      3       0.0     0.0        0.0         0     .\src\codes\result1584695969515.py
     26       0.0     0.0        0.0         0     .\src\codes\result1584699989306.py
     11       6.0     3.0       54.0         1     .\src\codes\result1584700271841.py
     27       0.0     0.0        0.0         0     .\src\codes\result1584701572709.py
     21       0.0     0.0        0.0         0     .\src\codes\result1584703394128.py
     27      19.0    14.0      271.0         1     .\src\codes\result1584704529373.py
     42       0.0     0.0        0.0         0     .\src\codes\result1584704656231.py
     52      44.0    19.0      347.0         1     .\src\codes\result1584704981837.py
     38      14.0     9.0      177.0         1     .\src\codes\result1584705337781.py
     14       0.0     0.0        0.0         0     .\src\codes\result1584706556179.py
     27      15.0     7.0      163.0         1     .\src\codes\result1584707029142.py
     12       8.0     3.0       50.0         1     .\src\codes\result1584707601269.py
     25       0.0     0.0        0.0         0     .\src\codes\result1584707640370.py
     25       0.0     0.0        0.0         0     .\src\codes\result1584707653911.py
     30      11.0     5.5       65.5         2     .\src\codes\result1584708090758.py
     30      11.0     5.5       65.5         2     .\src\codes\result1584708094318.py
     30      11.0     5.5       65.5         2     .\src\codes\result1584708097933.py
     30      11.0     5.5       65.5         2     .\src\codes\result1584708100958.py
     30      11.0     5.5       65.5         2     .\src\codes\result1584708104824.py
     30      11.0     5.5       65.5         2     .\src\codes\result1584708117744.py
     30      11.0     5.5       65.5         2     .\src\codes\result1584708143555.py
     30      11.0     5.5       65.5         2     .\src\codes\result1584708382523.py
     30      11.0     5.5       65.5         2     .\src\codes\result1584708390939.py
     30      11.0     5.5       65.5         2     .\src\codes\result1584708395398.py
     32      11.0     5.5       65.5         2     .\src\codes\result1584708477082.py
     32      11.0     5.5       65.5         2     .\src\codes\result1584708488112.py
     30      11.0     5.5       65.5         2     .\src\codes\result1584708525729.py
     30      11.0     5.5       65.5         2     .\src\codes\result1584708545742.py
     38       0.0     0.0        0.0         0     .\src\codes\result1584709266600.py
     19       4.0     2.0       30.0         1     .\src\codes\result1584709469590.py
     26      10.0     5.0       86.0         1     .\src\codes\result1584709513988.py
     31       0.0     0.0        0.0         0     .\src\codes\result1584709858591.py
     20       0.0     0.0        0.0         0     .\src\codes\result1584710159661.py
     34       0.0     0.0        0.0         0     .\src\codes\result1584710182308.py
     19       4.0     2.0       30.0         1     .\src\codes\result1584711201141.py
     34       0.0     0.0        0.0         0     .\src\codes\result1584711583828.py
     34       0.0     0.0        0.0         0     .\src\codes\result1584712206894.py
     30       0.0     0.0        0.0         0     .\src\codes\result1584713922151.py
     31       0.0     0.0        0.0         0     .\src\codes\result1584714244683.py
     18       7.5     3.0       49.0         2     .\src\codes\result1584715491829.py
     41       0.0     0.0        0.0         0     .\src\codes\result1584716748279.py
     42       0.0     0.0        0.0         0     .\src\codes\result1584719076095.py
      2       0.0     0.0        0.0         0     .\src\codes\result1584719330917.py
     46       0.0     0.0        0.0         0     .\src\codes\result1584721465536.py
     12       0.0     0.0        0.0         0     .\src\codes\result1584722838507.py
     23       9.0     3.0       64.0         1     .\src\codes\result1584724135563.py
     24       0.0     0.0        0.0         0     .\src\codes\result1584726902594.py
     24       0.0     0.0        0.0         0     .\src\codes\result1584727279684.py
     36       0.0     0.0        0.0         0     .\src\codes\result1584727907330.py
      5       0.0     0.0        0.0         0     .\src\codes\result1584758594144.py
     48      19.0     7.0      108.0         1     .\src\codes\result1584764405940.py
     31      18.0    11.0      229.0         1     .\src\codes\result1584766109794.py
     43      39.0    22.0      362.0         1     .\src\codes\result1584769043347.py
     12       6.0     4.0       77.0         1     .\src\codes\result1584770338695.py
