================================================
  NLOC    CCN   token  PARAM  length  location
     18       0.0     0.0        0.0         0     .\src\codes\result1582634686925.py
     12       0.0     0.0        0.0         0     .\src\codes\result1582635942811.py
     12       7.0     4.0       78.0         1     .\src\codes\result1582636323282.py
     12       7.0     4.0       76.0         1     .\src\codes\result1582636504718.py
     15       0.0     0.0        0.0         0     .\src\codes\result1582640094255.py
     37      27.0    19.0      428.0         1     .\src\codes\result1582640721242.py
     23       9.0     4.5       85.0         2     .\src\codes\result1582641613723.py
     23       9.0     4.5       86.5         2     .\src\codes\result1582641694753.py
     23       9.0     4.5       86.5         2     .\src\codes\result1582641742508.py
     23       9.0     4.5       86.5         2     .\src\codes\result1582641778704.py
     23       9.0     4.5       86.5         2     .\src\codes\result1582641808223.py
     23       9.0     4.5       86.5         2     .\src\codes\result1582641883589.py
     23       9.0     4.5       89.5         2     .\src\codes\result1582641945284.py
     23       9.0     5.0       58.0         1     .\src\codes\result1582642422814.py
     28       7.7     3.0       45.0         3     .\src\codes\result1582642690878.py
     12       0.0     0.0        0.0         0     .\src\codes\result1582644441922.py
     16       0.0     0.0        0.0         0     .\src\codes\result1582645111429.py
     30      18.0    11.0      211.0         1     .\src\codes\result1582647285094.py
     12       0.0     0.0        0.0         0     .\src\codes\result1582648174724.py
     39       5.5     2.2       37.8         6     .\src\codes\result1582648378319.py
     12       0.0     0.0        0.0         0     .\src\codes\result1582648430998.py
     11       0.0     0.0        0.0         0     .\src\codes\result1582648885503.py
     21       0.0     0.0        0.0         0     .\src\codes\result1582650562057.py
     10       0.0     0.0        0.0         0     .\src\codes\result1582651127895.py
     31      10.0     5.0       60.0         1     .\src\codes\result1582652301893.py
     31      10.0     5.0       60.0         1     .\src\codes\result1582652742319.py
     32      10.0     5.0       60.0         1     .\src\codes\result1582652783626.py
      8       0.0     0.0        0.0         0     .\src\codes\result1582676410123.py
     19       0.0     0.0        0.0         0     .\src\codes\result1582681445259.py
      9       0.0     0.0        0.0         0     .\src\codes\result1582681826029.py
     11       0.0     0.0        0.0         0     .\src\codes\result1582681857396.py
     16       9.0     4.0       34.0         1     .\src\codes\result1582682340246.py
     15       0.0     0.0        0.0         0     .\src\codes\result1582683401022.py
     10       0.0     0.0        0.0         0     .\src\codes\result1582683957950.py
     10       0.0     0.0        0.0         0     .\src\codes\result1582683969454.py
     23       6.0     2.0       36.0         1     .\src\codes\result1582686707645.py
     19       6.0     2.0       36.0         1     .\src\codes\result1582688061795.py
      7       0.0     0.0        0.0         0     .\src\codes\result1582689766029.py
     25       0.0     0.0        0.0         0     .\src\codes\result1582690269388.py
     25       0.0     0.0        0.0         0     .\src\codes\result1582690297254.py
     25       0.0     0.0        0.0         0     .\src\codes\result1582690676771.py
     24       0.0     0.0        0.0         0     .\src\codes\result1582690777294.py
     23       0.0     0.0        0.0         0     .\src\codes\result1582690803060.py
     23       0.0     0.0        0.0         0     .\src\codes\result1582690844879.py
     24       0.0     0.0        0.0         0     .\src\codes\result1582690957860.py
     55      44.0    19.0      351.0         1     .\src\codes\result1582692756297.py
     15       0.0     0.0        0.0         0     .\src\codes\result1582697798499.py
     15       0.0     0.0        0.0         0     .\src\codes\result1582697861633.py
     15       0.0     0.0        0.0         0     .\src\codes\result1582698130464.py
     15       0.0     0.0        0.0         0     .\src\codes\result1582698324177.py
     20       8.0     3.5       44.5         2     .\src\codes\result1582700875488.py
     25       6.0     2.0       36.0         1     .\src\codes\result1582705399139.py
     12      11.0     6.0      108.0         1     .\src\codes\result1582705439002.py
     28       0.0     0.0        0.0         0     .\src\codes\result1582705614397.py
     20      18.0     5.0      126.0         1     .\src\codes\result1582705840910.py
     17      15.0     5.0      104.0         1     .\src\codes\result1582705924562.py
     30       0.0     0.0        0.0         0     .\src\codes\result1582706345575.py
     30       0.0     0.0        0.0         0     .\src\codes\result1582706444528.py
      4       0.0     0.0        0.0         0     .\src\codes\result1582706905931.py
     34      25.0    15.0      306.0         1     .\src\codes\result1582707003930.py
     36      25.0    15.0      294.0         1     .\src\codes\result1582707104411.py
     37      17.0     6.0      105.0         1     .\src\codes\result1582707178540.py
      7       0.0     0.0        0.0         0     .\src\codes\result1582708192908.py
      7       0.0     0.0        0.0         0     .\src\codes\result1582708437075.py
     15       0.0     0.0        0.0         0     .\src\codes\result1582708576252.py
     11       0.0     0.0        0.0         0     .\src\codes\result1582708655883.py
      7       0.0     0.0        0.0         0     .\src\codes\result1582708729594.py
     12       0.0     0.0        0.0         0     .\src\codes\result1582709237237.py
     63       7.5     3.8       79.0         8     .\src\codes\result1582709439477.py
     63       7.5     3.8       79.4         8     .\src\codes\result1582709493523.py
      4       0.0     0.0        0.0         0     .\src\codes\result1582710544795.py
     13       0.0     0.0        0.0         0     .\src\codes\result1582710817420.py
     13       0.0     0.0        0.0         0     .\src\codes\result1582710829472.py
     14       0.0     0.0        0.0         0     .\src\codes\result1582710983293.py
     11       0.0     0.0        0.0         0     .\src\codes\result1582711334066.py
     10       0.0     0.0        0.0         0     .\src\codes\result1582711514117.py
      7       0.0     0.0        0.0         0     .\src\codes\result1582711646756.py
     11       0.0     0.0        0.0         0     .\src\codes\result1582712220779.py
      5       0.0     0.0        0.0         0     .\src\codes\result1582712340855.py
     11       0.0     0.0        0.0         0     .\src\codes\result1582712389535.py
     11       0.0     0.0        0.0         0     .\src\codes\result1582712407670.py
     16      10.0     3.0      105.0         1     .\src\codes\result1582712495086.py
     17      10.0     3.0      105.0         1     .\src\codes\result1582712523148.py
     18      10.0     3.0      105.0         1     .\src\codes\result1582712535365.py
     21       0.0     0.0        0.0         0     .\src\codes\result1582713241739.py
     21       0.0     0.0        0.0         0     .\src\codes\result1582713269078.py
     15       0.0     0.0        0.0         0     .\src\codes\result1582715191769.py
     21       0.0     0.0        0.0         0     .\src\codes\result1582715925330.py
     29      28.0     9.0      164.0         1     .\src\codes\result1582716151457.py
      8       0.0     0.0        0.0         0     .\src\codes\result1582716329375.py
     42      31.0    10.0      231.0         1     .\src\codes\result1582716896006.py
     11       0.0     0.0        0.0         0     .\src\codes\result1582716908740.py
     22       9.0     5.5       54.5         2     .\src\codes\result1582717379326.py
     32      12.0     7.5      130.0         2     .\src\codes\result1582717997369.py
      6       0.0     0.0        0.0         0     .\src\codes\result1582718456419.py
     27      13.5     5.5      110.5         2     .\src\codes\result1582718748226.py
     15       6.0     2.0       36.0         1     .\src\codes\result1582719067371.py
     28       7.0     2.0       31.0         1     .\src\codes\result1582719256553.py
     10       9.0     4.0       70.0         1     .\src\codes\result1582719561507.py
      4       0.0     0.0        0.0         0     .\src\codes\result1582720193847.py
     20      13.0     8.0      161.0         1     .\src\codes\result1582720765069.py
     10       0.0     0.0        0.0         0     .\src\codes\result1582724711978.py
     10       0.0     0.0        0.0         0     .\src\codes\result1582726539551.py
      6       0.0     0.0        0.0         0     .\src\codes\result1582727100133.py
      8       0.0     0.0        0.0         0     .\src\codes\result1582727497036.py
     18       0.0     0.0        0.0         0     .\src\codes\result1582729712224.py
     23      10.0     4.0       83.5         2     .\src\codes\result1582731954901.py
     12       0.0     0.0        0.0         0     .\src\codes\result1582733680564.py
     25      11.5     3.5       84.0         2     .\src\codes\result1582736900787.py
      7       0.0     0.0        0.0         0     .\src\codes\result1582737516268.py
      9       0.0     0.0        0.0         0     .\src\codes\result1582737642352.py
     10       0.0     0.0        0.0         0     .\src\codes\result1582737882877.py
     10       0.0     0.0        0.0         0     .\src\codes\result1582737921067.py
     12       7.0     3.0       51.0         1     .\src\codes\result1582739233582.py
     19       0.0     0.0        0.0         0     .\src\codes\result1582770346554.py
     36       0.0     0.0        0.0         0     .\src\codes\result1582771042350.py
     35      27.0    10.0      161.0         1     .\src\codes\result1582771932807.py
     11       7.0     3.0       51.0         1     .\src\codes\result1582772455131.py
      5       0.0     0.0        0.0         0     .\src\codes\result1582772668085.py
     15       0.0     0.0        0.0         0     .\src\codes\result1582773252430.py
     15       0.0     0.0        0.0         0     .\src\codes\result1582773264274.py
     15       0.0     0.0        0.0         0     .\src\codes\result1582773311392.py
     15       0.0     0.0        0.0         0     .\src\codes\result1582773324309.py
     27      24.0    12.0      166.0         1     .\src\codes\result1582774013103.py
     22      19.0     8.0      133.0         1     .\src\codes\result1582774161842.py
     18       8.5     3.0       64.5         2     .\src\codes\result1582774530598.py
     10       6.0     5.0       87.0         1     .\src\codes\result1582775665077.py
      3       0.0     0.0        0.0         0     .\src\codes\result1582780469300.py
     34       0.0     0.0        0.0         0     .\src\codes\result1582783117965.py
     28       7.0     2.0       38.0         1     .\src\codes\result1582783137852.py
     19      12.0     7.0       68.0         1     .\src\codes\result1582783149527.py
     37       5.0     3.0       34.5         2     .\src\codes\result1582788734203.py
      8       6.0     2.0       39.0         1     .\src\codes\result1582789909647.py
     16      11.0     5.0       96.0         1     .\src\codes\result1582792451675.py
     16      11.0     5.0       96.0         1     .\src\codes\result1582792558620.py
     22       9.5     4.0       73.5         2     .\src\codes\result1582792779419.py
     12       0.0     0.0        0.0         0     .\src\codes\result1582793581386.py
     10       0.0     0.0        0.0         0     .\src\codes\result1582794210718.py
     26      23.0    14.0      225.0         1     .\src\codes\result1582794959405.py
     28      23.0    17.0      206.0         1     .\src\codes\result1582795869190.py
     28      23.0    17.0      206.0         1     .\src\codes\result1582795889222.py
     28      23.0    17.0      206.0         1     .\src\codes\result1582795966125.py
     28      23.0    17.0      206.0         1     .\src\codes\result1582795984585.py
     15       5.0     3.0       35.0         1     .\src\codes\result1582796287042.py
     15       5.0     3.0       35.0         1     .\src\codes\result1582796301982.py
     13       0.0     0.0        0.0         0     .\src\codes\result1582797295725.py
     18       9.0     2.0      105.0         1     .\src\codes\result1582797486189.py
     25       0.0     0.0        0.0         0     .\src\codes\result1582799309780.py
     22       0.0     0.0        0.0         0     .\src\codes\result1582799978707.py
     24      13.0     6.0      135.0         1     .\src\codes\result1582804727621.py
     22      13.0     7.0      134.0         1     .\src\codes\result1582807134678.py
     22       5.0     3.0       33.0         1     .\src\codes\result1582807161367.py
     10       0.0     0.0        0.0         0     .\src\codes\result1582807472583.py
      8       7.0     3.0       47.0         1     .\src\codes\result1582807512494.py
     15       0.0     0.0        0.0         0     .\src\codes\result1582808284984.py
     11       0.0     0.0        0.0         0     .\src\codes\result1582808526805.py
      5       0.0     0.0        0.0         0     .\src\codes\result1582809564359.py
     16      15.0     7.0      182.0         1     .\src\codes\result1582810330399.py
      7       0.0     0.0        0.0         0     .\src\codes\result1582810380442.py
      8       0.0     0.0        0.0         0     .\src\codes\result1582810921313.py
     16       0.0     0.0        0.0         0     .\src\codes\result1582811113757.py
     19      10.0     5.0       39.0         1     .\src\codes\result1582811529304.py
      9       0.0     0.0        0.0         0     .\src\codes\result1582811742827.py
     15       0.0     0.0        0.0         0     .\src\codes\result1582813316048.py
     11       0.0     0.0        0.0         0     .\src\codes\result1582815917798.py
     37       8.2     3.0       62.2         4     .\src\codes\result1582816040960.py
     19       0.0     0.0        0.0         0     .\src\codes\result1582817367192.py
     19       0.0     0.0        0.0         0     .\src\codes\result1582817379605.py
      4       0.0     0.0        0.0         0     .\src\codes\result1582818082413.py
      4       0.0     0.0        0.0         0     .\src\codes\result1582818244090.py
      4       0.0     0.0        0.0         0     .\src\codes\result1582818341562.py
     11       0.0     0.0        0.0         0     .\src\codes\result1582818799583.py
      4       0.0     0.0        0.0         0     .\src\codes\result1582821977227.py
     12       0.0     0.0        0.0         0     .\src\codes\result1582822748330.py
     12       0.0     0.0        0.0         0     .\src\codes\result1582822796704.py
     11       0.0     0.0        0.0         0     .\src\codes\result1582823098523.py
     11       0.0     0.0        0.0         0     .\src\codes\result1582825124597.py
     43      39.0    22.0      362.0         1     .\src\codes\result1582855214368.py
      6       0.0     0.0        0.0         0     .\src\codes\result1582855954211.py
      2       0.0     0.0        0.0         0     .\src\codes\result1582856115237.py
      8       6.0     4.0       53.0         1     .\src\codes\result1582856880870.py
     11       0.0     0.0        0.0         0     .\src\codes\result1582857296641.py
     12      10.0     4.0       93.0         1     .\src\codes\result1582857880326.py
     14      11.0     4.0       67.0         1     .\src\codes\result1582858197440.py
      7       0.0     0.0        0.0         0     .\src\codes\result1582859814519.py
     23       0.0     0.0        0.0         0     .\src\codes\result1582861670443.py
      8       0.0     0.0        0.0         0     .\src\codes\result1582862797062.py
      9       0.0     0.0        0.0         0     .\src\codes\result1582863424849.py
      7       0.0     0.0        0.0         0     .\src\codes\result1582864526794.py
     14       2.0     1.0        7.0         1     .\src\codes\result1582868455490.py
     34      14.0     9.0      177.0         1     .\src\codes\result1582868777522.py
     52      17.0     7.0      141.0         1     .\src\codes\result1582868785823.py
     24      17.0     7.0      141.0         1     .\src\codes\result1582868797002.py
     23       2.0     1.0       10.0         1     .\src\codes\result1582869137809.py
     44      32.0    12.0      260.0         1     .\src\codes\result1582869188292.py
     31      14.5     9.5      151.5         2     .\src\codes\result1582870719232.py
     21       9.0     4.5       84.5         2     .\src\codes\result1582870723703.py
     31      14.5     9.5      151.5         2     .\src\codes\result1582871307354.py
     34      14.5     9.5      151.5         2     .\src\codes\result1582871566028.py
     33      14.5     9.5      151.5         2     .\src\codes\result1582871585411.py
      5       0.0     0.0        0.0         0     .\src\codes\result1582872038812.py
      7       0.0     0.0        0.0         0     .\src\codes\result1582872072448.py
     16       6.5     3.0       64.5         2     .\src\codes\result1582872272008.py
     16       6.5     3.0       65.0         2     .\src\codes\result1582872383153.py
     22       8.0     4.5       79.0         2     .\src\codes\result1582872607910.py
     17       5.0     3.0       21.0         1     .\src\codes\result1582872693851.py
      8       0.0     0.0        0.0         0     .\src\codes\result1582873979037.py
     23       0.0     0.0        0.0         0     .\src\codes\result1582875398220.py
      4       2.0     5.0       43.0         1     .\src\codes\result1582878292052.py
      4       0.0     0.0        0.0         0     .\src\codes\result1582880716398.py
     32       9.5     4.0       67.5         2     .\src\codes\result1582883045598.py
     12       0.0     0.0        0.0         0     .\src\codes\result1582885279013.py
     14       9.0     5.0       74.0         1     .\src\codes\result1582885576931.py
     37      12.0     7.5      133.0         2     .\src\codes\result1582886520121.py
     11       0.0     0.0        0.0         0     .\src\codes\result1582888102036.py
     13       0.0     0.0        0.0         0     .\src\codes\result1582888482575.py
     13       0.0     0.0        0.0         0     .\src\codes\result1582889258900.py
      4       0.0     0.0        0.0         0     .\src\codes\result1582889660215.py
     15       7.0     3.5       66.0         2     .\src\codes\result1582889797869.py
     11       0.0     0.0        0.0         0     .\src\codes\result1582891446428.py
     17       0.0     0.0        0.0         0     .\src\codes\result1582891765217.py
     24       8.0     4.0       44.0         1     .\src\codes\result1582895376763.py
     13       7.0     1.0       78.0         1     .\src\codes\result1582895743581.py
     91      22.5     6.8      166.0         4     .\src\codes\result1582897856401.py
     23      11.0     6.0       84.0         2     .\src\codes\result1582898934295.py
     16       8.0     3.0       56.0         1     .\src\codes\result1582904896924.py
     27       8.5     5.5      107.5         2     .\src\codes\result1582940700294.py
      6       0.0     0.0        0.0         0     .\src\codes\result1582941774308.py
      7       0.0     0.0        0.0         0     .\src\codes\result1582941953055.py
      9       0.0     0.0        0.0         0     .\src\codes\result1582942379813.py
      9       0.0     0.0        0.0         0     .\src\codes\result1582942419952.py
     10       0.0     0.0        0.0         0     .\src\codes\result1582942456246.py
     21      10.0     3.5       75.5         2     .\src\codes\result1582943894877.py
     16      14.0     4.0       71.0         1     .\src\codes\result1582944170389.py
     25       0.0     0.0        0.0         0     .\src\codes\result1582944439322.py
     25       0.0     0.0        0.0         0     .\src\codes\result1582944503753.py
     26       0.0     0.0        0.0         0     .\src\codes\result1582944802711.py
     39      12.0     8.5      125.5         2     .\src\codes\result1582944946307.py
      4       0.0     0.0        0.0         0     .\src\codes\result1582945065010.py
      5       4.0     5.0       75.0         1     .\src\codes\result1582945105928.py
      5       4.0     7.0       95.0         1     .\src\codes\result1582945147133.py
     27      10.0     5.0      124.0         1     .\src\codes\result1582945369242.py
     14       0.0     0.0        0.0         0     .\src\codes\result1582945423462.py
     50      10.4     3.4       64.4         5     .\src\codes\result1582953470988.py
     63      13.7     4.3       81.7         3     .\src\codes\result1582954828564.py
     19       9.0     3.0       83.5         2     .\src\codes\result1582955755941.py
     46      11.5     4.2       85.8         4     .\src\codes\result1582957159338.py
     10       0.0     0.0        0.0         0     .\src\codes\result1582960595693.py
     22      17.0     8.0      116.0         1     .\src\codes\result1582961891711.py
     25      12.0     4.5       74.0         2     .\src\codes\result1582962072894.py
      6       0.0     0.0        0.0         0     .\src\codes\result1582962847908.py
     41      24.0     6.0      147.0         1     .\src\codes\result1582967415432.py
     41      24.0     6.0      147.0         1     .\src\codes\result1582967418911.py
     41      24.0     6.0      147.0         1     .\src\codes\result1582967426579.py
     10       0.0     0.0        0.0         0     .\src\codes\result1582967814909.py
     10       0.0     0.0        0.0         0     .\src\codes\result1582968292451.py
     15      12.0     4.0       70.0         1     .\src\codes\result1582968512212.py
     19      16.0     6.0       97.0         1     .\src\codes\result1582968607042.py
     17      14.0     5.0       81.0         1     .\src\codes\result1582968673847.py
      7       0.0     0.0        0.0         0     .\src\codes\result1582969256107.py
     10       0.0     0.0        0.0         0     .\src\codes\result1582969338662.py
     17       7.5     3.0       43.0         2     .\src\codes\result1582969526787.py
      5       0.0     0.0        0.0         0     .\src\codes\result1582970094536.py
     17       0.0     0.0        0.0         0     .\src\codes\result1582970118571.py
     10       0.0     0.0        0.0         0     .\src\codes\result1582970155936.py
     25      10.5     4.5       75.5         2     .\src\codes\result1582970286613.py
     18      11.0     7.0      108.0         1     .\src\codes\result1582970612898.py
     21       6.0     2.0       27.0         1     .\src\codes\result1582971157479.py
     24      12.0     6.0      125.0         1     .\src\codes\result1582971602822.py
      5       0.0     0.0        0.0         0     .\src\codes\result1582971981241.py
      7       0.0     0.0        0.0         0     .\src\codes\result1582973858329.py
     14       0.0     0.0        0.0         0     .\src\codes\result1582974310694.py
     10       0.0     0.0        0.0         0     .\src\codes\result1582974716062.py
     12       5.0     3.0       21.0         1     .\src\codes\result1582976146070.py
     25       0.0     0.0        0.0         0     .\src\codes\result1582976618900.py
     13       0.0     0.0        0.0         0     .\src\codes\result1582976891210.py
     11       7.0     4.0       46.0         1     .\src\codes\result1582978895727.py
     36      24.0    12.0      207.0         1     .\src\codes\result1582980831418.py
     39      24.0    12.0      207.0         1     .\src\codes\result1582980963961.py
      8       0.0     0.0        0.0         0     .\src\codes\result1582981959826.py
     14       0.0     0.0        0.0         0     .\src\codes\result1582982152073.py
     27       8.0     3.0       63.0         1     .\src\codes\result1582983899717.py
      8       0.0     0.0        0.0         0     .\src\codes\result1582984614256.py
     20       0.0     0.0        0.0         0     .\src\codes\result1582985400341.py
      4       0.0     0.0        0.0         0     .\src\codes\result1582985817211.py
      8       0.0     0.0        0.0         0     .\src\codes\result1582986035427.py
      5       0.0     0.0        0.0         0     .\src\codes\result1582987205480.py
     10       0.0     0.0        0.0         0     .\src\codes\result1582988163716.py
      5       0.0     0.0        0.0         0     .\src\codes\result1582988358079.py
     10       0.0     0.0        0.0         0     .\src\codes\result1582988875901.py
     41       6.0     3.5       73.0         2     .\src\codes\result1582988932173.py
      4       0.0     0.0        0.0         0     .\src\codes\result1582989042095.py
      7       0.0     0.0        0.0         0     .\src\codes\result1582989775839.py
      7       0.0     0.0        0.0         0     .\src\codes\result1582989820157.py
     29      21.0     7.0      125.0         1     .\src\codes\result1582989985232.py
     29      21.0     7.0      125.0         1     .\src\codes\result1582990002889.py
     30      22.0     7.0      130.0         1     .\src\codes\result1582990047721.py
     23       5.0     3.0       22.0         1     .\src\codes\result1582990277157.py
     22       9.5     4.0       84.0         2     .\src\codes\result1582990641508.py
     10       6.0     2.0       32.0         1     .\src\codes\result1582990740830.py
     17       0.0     0.0        0.0         0     .\src\codes\result1582990746127.py
     10       6.0     2.0       32.0         1     .\src\codes\result1582990752768.py
     11       8.0    11.0      104.0         1     .\src\codes\result1582990875182.py
     21      18.0    14.0      134.0         1     .\src\codes\result1582990973268.py
     17      11.0     6.0       97.0         1     .\src\codes\result1582991093982.py
     23      10.5     4.0      102.5         2     .\src\codes\result1582991351534.py
     12       0.0     0.0        0.0         0     .\src\codes\result1582991503063.py
     26      11.5     4.0       79.5         2     .\src\codes\result1582991520765.py
     26      11.5     4.0       78.5         2     .\src\codes\result1582991538678.py
     26      11.5     4.0       77.5         2     .\src\codes\result1582991551219.py
      7       4.0     4.0       33.0         1     .\src\codes\result1582991647300.py
     19       8.5     4.0       96.0         2     .\src\codes\result1582991728086.py
     19       8.0     4.0       82.0         2     .\src\codes\result1582991784221.py
     20       8.0     4.0       82.0         2     .\src\codes\result1582991818830.py
     19      17.0     8.0      118.0         1     .\src\codes\result1582991874508.py
     19      17.0     8.0      114.0         1     .\src\codes\result1582991895771.py
     18      16.0     5.0       88.0         1     .\src\codes\result1582992107193.py
     14       5.0     2.0       42.0         1     .\src\codes\result1582994764980.py
     15       5.0     2.0       42.0         1     .\src\codes\result1582994778033.py
     15       0.0     0.0        0.0         0     .\src\codes\result1582996923937.py
     15       0.0     0.0        0.0         0     .\src\codes\result1582996932074.py
     15       0.0     0.0        0.0         0     .\src\codes\result1582996957191.py
     18       0.0     0.0        0.0         0     .\src\codes\result1582997039388.py
     14       8.0     3.0       71.0         1     .\src\codes\result1582997671523.py
      7       0.0     0.0        0.0         0     .\src\codes\result1582997951339.py
     18      16.0     9.0      126.0         1     .\src\codes\result1583000094571.py
     24      16.0     8.0      171.0         1     .\src\codes\result1583028973699.py
     46      11.8     5.8       69.5         4     .\src\codes\result1583029670642.py
     50      12.8     6.0       76.8         4     .\src\codes\result1583029753991.py
     50      12.8     6.0       75.5         4     .\src\codes\result1583029782063.py
     50      12.8     6.0       76.8         4     .\src\codes\result1583029803333.py
     44      30.0    11.0      497.0         1     .\src\codes\result1583029889760.py
     50      12.8     6.0       77.2         4     .\src\codes\result1583030175249.py
      9       7.0     3.0       60.0         1     .\src\codes\result1583030448822.py
     16       7.0     3.0       62.5         2     .\src\codes\result1583030754944.py
     16       7.0     3.0       62.5         2     .\src\codes\result1583030782695.py
     28       9.0     6.0      109.0         2     .\src\codes\result1583030785721.py
     49      30.0    11.0      446.0         1     .\src\codes\result1583031553534.py
     49      30.0    11.0      446.0         1     .\src\codes\result1583031578621.py
     50      30.0    11.0      446.0         1     .\src\codes\result1583031599095.py
     52      30.0    11.0      446.0         1     .\src\codes\result1583031651361.py
     22       6.0     4.0       71.0         1     .\src\codes\result1583032029440.py
      9       0.0     0.0        0.0         0     .\src\codes\result1583032078546.py
     23      10.0     5.0       42.0         1     .\src\codes\result1583032455020.py
     23      10.0     5.0       42.0         1     .\src\codes\result1583032467805.py
     10       0.0     0.0        0.0         0     .\src\codes\result1583034741114.py
     42      10.0     3.2       65.8         4     .\src\codes\result1583034773327.py
     37      11.5     5.0       75.0         2     .\src\codes\result1583034843365.py
     37      11.5     5.0       75.0         2     .\src\codes\result1583034853824.py
     37      11.5     5.0       75.0         2     .\src\codes\result1583034875050.py
     39      11.5     5.0       75.0         2     .\src\codes\result1583034969055.py
      9       0.0     0.0        0.0         0     .\src\codes\result1583035423073.py
      9       0.0     0.0        0.0         0     .\src\codes\result1583036152752.py
     10       0.0     0.0        0.0         0     .\src\codes\result1583036211360.py
     42       7.0     6.0       44.0         1     .\src\codes\result1583038508552.py
      9       0.0     0.0        0.0         0     .\src\codes\result1583046372710.py
     12       0.0     0.0        0.0         0     .\src\codes\result1583047318312.py
      9       0.0     0.0        0.0         0     .\src\codes\result1583047838599.py
     20      11.0     5.0      121.0         1     .\src\codes\result1583048358985.py
     24       7.7     4.7       75.0         3     .\src\codes\result1583049063187.py
      6       0.0     0.0        0.0         0     .\src\codes\result1583049236988.py
     24      11.5     6.5      119.5         2     .\src\codes\result1583049455893.py
     24      11.5     6.5      118.0         2     .\src\codes\result1583049491417.py
     52      17.3     6.7      124.0         3     .\src\codes\result1583050167546.py
      7       0.0     0.0        0.0         0     .\src\codes\result1583052585485.py
     42      10.8     4.2       68.0         4     .\src\codes\result1583054880074.py
     15       0.0     0.0        0.0         0     .\src\codes\result1583056106651.py
     14       7.0     2.0       30.0         1     .\src\codes\result1583056777526.py
      1       0.0     0.0        0.0         0     .\src\codes\result1583057485695.py
      9       0.0     0.0        0.0         0     .\src\codes\result1583057816283.py
     34      15.5     8.5      200.0         2     .\src\codes\result1583059053667.py
     53      13.2     5.8      119.2         4     .\src\codes\result1583060148212.py
     58      14.5     6.0      123.5         4     .\src\codes\result1583060476912.py
     12       0.0     0.0        0.0         0     .\src\codes\result1583062225020.py
     21      10.0     4.5       89.0         2     .\src\codes\result1583063307836.py
     17      16.0     5.0       89.0         1     .\src\codes\result1583064675811.py
     23       0.0     0.0        0.0         0     .\src\codes\result1583066093322.py
     31      15.0     6.0      106.0         2     .\src\codes\result1583066806966.py
     15       7.0     2.5       61.0         2     .\src\codes\result1583067226254.py
     30      14.5     6.0      125.0         2     .\src\codes\result1583069736048.py
     17       8.0     6.0       80.5         2     .\src\codes\result1583069977837.py
      8       7.0     3.0       58.0         1     .\src\codes\result1583070051350.py
     15       7.0     3.0       67.5         2     .\src\codes\result1583070351508.py
     23       0.0     0.0        0.0         0     .\src\codes\result1583071797034.py
     27       0.0     0.0        0.0         0     .\src\codes\result1583071868830.py
     20       7.5     3.5       58.5         2     .\src\codes\result1583071879089.py
     29       0.0     0.0        0.0         0     .\src\codes\result1583071909694.py
     58      13.0     4.2       99.8         4     .\src\codes\result1583071959009.py
     38      12.7     3.7       96.0         3     .\src\codes\result1583071972049.py
     38      12.7     4.3       84.7         3     .\src\codes\result1583072517964.py
     41      13.7     4.7       89.7         3     .\src\codes\result1583072621363.py
     15       9.0     5.0       70.0         1     .\src\codes\result1583072722470.py
      6       0.0     0.0        0.0         0     .\src\codes\result1583072967060.py
      1       0.0     0.0        0.0         0     .\src\codes\result1583073124111.py
      1       0.0     0.0        0.0         0     .\src\codes\result1583073132555.py
     24       0.0     0.0        0.0         0     .\src\codes\result1583074407525.py
     32      15.0    10.0      190.0         1     .\src\codes\result1583074426994.py
     10       0.0     0.0        0.0         0     .\src\codes\result1583074837730.py
     21      16.0    10.0      152.0         1     .\src\codes\result1583076902124.py
     13       0.0     0.0        0.0         0     .\src\codes\result1583077180535.py
      9       0.0     0.0        0.0         0     .\src\codes\result1583077952608.py
     26       5.7     2.7       51.3         3     .\src\codes\result1583078465745.py
     29       0.0     0.0        0.0         0     .\src\codes\result1583079247151.py
     20      18.0    10.0      168.0         1     .\src\codes\result1583079464001.py
     15       7.0     2.0       30.0         1     .\src\codes\result1583079666435.py
     43       0.0     0.0        0.0         0     .\src\codes\result1583080949204.py
     59       7.0     2.8       47.0         4     .\src\codes\result1583085947451.py
     73       0.0     0.0        0.0         0     .\src\codes\result1583086107411.py
     22       0.0     0.0        0.0         0     .\src\codes\result1583090307985.py
      5       0.0     0.0        0.0         0     .\src\codes\result1583113136465.py
     16       0.0     0.0        0.0         0     .\src\codes\result1583114578614.py
     18       0.0     0.0        0.0         0     .\src\codes\result1583114817893.py
     19       0.0     0.0        0.0         0     .\src\codes\result1583114887448.py
     22       8.5     4.5       58.5         2     .\src\codes\result1583121911407.py
     18      14.0     4.0       89.0         1     .\src\codes\result1583122052838.py
     20       7.5     3.5       52.5         2     .\src\codes\result1583122350341.py
     18      14.0     4.0       89.0         1     .\src\codes\result1583122531827.py
     47      10.7     4.0       84.3         3     .\src\codes\result1583127466945.py
     27      17.0     6.0      169.0         1     .\src\codes\result1583134077080.py
     31      21.0     8.0      186.0         1     .\src\codes\result1583134238430.py
     23      10.5     5.5       60.5         2     .\src\codes\result1583134938363.py
     35      28.0    14.0      220.0         1     .\src\codes\result1583135617289.py
     35      28.0    14.0      220.0         1     .\src\codes\result1583135643402.py
